z,x,y
4106.6,6525.8,4.1496
4108.6,6535.4,4.1636
4110.4,6544.9,4.1776
4112.3,6554.4,4.1916
4114.1,6564,4.2056
4115.9,6573.5,4.2197
4117.7,6582.9,4.2337
4119.4,6592.4,4.2477
4121.1,6601.9,4.2618
4122.8,6611.3,4.2759
4124.5,6620.7,4.29
4126.1,6630.1,4.304
4127.7,6639.5,4.3181
4129.3,6648.9,4.3323
4130.9,6658.3,4.3464
4132.4,6667.6,4.3605
4133.9,6677,4.3747
4135.4,6686.3,4.3888
4136.8,6695.6,4.403
4138.2,6704.9,4.4172
4139.6,6714.1,4.4314
4141,6723.4,4.4456
4142.3,6732.7,4.4598
4143.7,6741.9,4.474
4144.9,6751.1,4.4883
4146.2,6760.3,4.5025
4147.4,6769.5,4.5167
4148.7,6778.7,4.531
4149.8,6787.8,4.5453
4151,6797,4.5596
4152.1,6806.1,4.5739
4153.2,6815.2,4.5882
4154.3,6824.4,4.6025
4155.4,6833.4,4.6168
4156.4,6842.5,4.6312
4157.4,6851.6,4.6455
4158.4,6860.6,4.6599
4159.3,6869.7,4.6743
4160.2,6878.7,4.6886
4161.1,6887.7,4.7031
4162,6896.7,4.7175
4162.9,6905.7,4.7319
4163.7,6914.7,4.7463
4164.5,6923.6,4.7608
4165.2,6932.6,4.7752
4166,6941.5,4.7897
4166.7,6950.4,4.8042
4167.4,6959.3,4.8187
4168.1,6968.2,4.8332
4168.7,6977.1,4.8477
4169.3,6986,4.8622
4169.9,6994.8,4.8767
4170.5,7003.7,4.8913
4171,7012.5,4.9058
4171.5,7021.3,4.9204
4172,7030.1,4.9349
4172.5,7038.9,4.9495
4172.9,7047.7,4.9641
4173.3,7056.4,4.9787
4173.7,7065.2,4.9933
4174.1,7073.9,5.008
4174.4,7082.6,5.0226
4174.7,7091.3,5.0372
4175,7100.1,5.0519
4175.3,7108.7,5.0666
4175.5,7117.4,5.0813
4175.7,7126.1,5.0959
4175.9,7134.7,5.1107
4176.1,7143.4,5.1254
4176.2,7152,5.1401
4176.4,7160.6,5.1548
