z,x,y
3858.3,-0.80656,8500.3
3854.5,-0.8,8507.1
3850.8,-0.7934,8514
3847,-0.78675,8520.8
3843.2,-0.78006,8527.6
3839.4,-0.77334,8534.4
3835.6,-0.76657,8541.2
3831.7,-0.75975,8548
3827.8,-0.7529,8554.7
3824,-0.74602,8561.5
3820,-0.73909,8568.2
3816.1,-0.73213,8575
3812.2,-0.72514,8581.7
3808.2,-0.71811,8588.5
3804.2,-0.71104,8595.2
3800.2,-0.70393,8601.9
3796.2,-0.69678,8608.6
3792.1,-0.68959,8615.3
3788,-0.68236,8622
3784,-0.67508,8628.6
3779.8,-0.66776,8635.3
3775.7,-0.6604,8641.9
3771.6,-0.65299,8648.6
3767.4,-0.64554,8655.2
3763.2,-0.63804,8661.9
3759,-0.63051,8668.5
3754.8,-0.62294,8675.1
3750.6,-0.61534,8681.7
3746.3,-0.60769,8688.3
3742,-0.60002,8694.9
3737.7,-0.5923,8701.4
3733.4,-0.58456,8708
3729.1,-0.57677,8714.6
3724.7,-0.56895,8721.1
3720.3,-0.56108,8727.7
3716,-0.55317,8734.2
3711.5,-0.54521,8740.7
3707.1,-0.53721,8747.2
3702.7,-0.52916,8753.7
3698.2,-0.52107,8760.2
3693.7,-0.51293,8766.7
3689.2,-0.50474,8773.2
3684.7,-0.49652,8779.7
3680.1,-0.48825,8786.1
3675.6,-0.47995,8792.6
3671,-0.47162,8799
3666.4,-0.46324,8805.5
3661.8,-0.45483,8811.9
3657.1,-0.44638,8818.3
3652.5,-0.4379,8824.7
3647.8,-0.42937,8831.1
3643.1,-0.4208,8837.5
3638.4,-0.41219,8843.9
3633.7,-0.40353,8850.2
3629,-0.39483,8856.6
3624.2,-0.38608,8863
3619.4,-0.37729,8869.3
3614.6,-0.36845,8875.6
3609.8,-0.35956,8882
3604.9,-0.35064,8888.3
3600.1,-0.34167,8894.6
3595.2,-0.33267,8900.9
3590.3,-0.32363,8907.2
3585.4,-0.31455,8913.5
3580.5,-0.30543,8919.8
3575.5,-0.29628,8926
3570.6,-0.28709,8932.3
3565.6,-0.27785,8938.5
3560.6,-0.26858,8944.8
3555.6,-0.25926,8951
3550.6,-0.24989,8957.2
3545.5,-0.24048,8963.4
3540.4,-0.23102,8969.7
3535.3,-0.22152,8975.9
3530.2,-0.21197,8982
3525.1,-0.20238,8988.2
3520,-0.19275,8994.4
3514.8,-0.18307,9000.6
3509.6,-0.17336,9006.7
3504.4,-0.16361,9012.9
3499.2,-0.15383,9019
3494,-0.144,9025.1
3488.8,-0.13414,9031.2
3483.5,-0.12424,9037.3
3478.2,-0.11429,9043.4
3472.9,-0.1043,9049.5
3467.6,-0.094268,9055.6
3462.3,-0.084187,9061.7
3456.9,-0.07406,9067.8
3451.5,-0.063886,9073.8
3446.2,-0.053667,9079.9
3440.8,-0.043405,9085.9
3435.3,-0.0331,9091.9
3429.9,-0.022755,9098
3424.4,-0.012372,9104
3419,-0.0019519,9110
3413.5,0.0085051,9116
3408,0.018999,9122
3402.5,0.02953,9127.9
3396.9,0.0401,9133.9
3391.4,0.050711,9139.9
3385.8,0.061364,9145.8
3380.2,0.072062,9151.8
3374.6,0.082807,9157.7
3369,0.093599,9163.6
3363.3,0.10444,9169.6
3357.7,0.11533,9175.5
3352,0.12626,9181.4
3346.3,0.13723,9187.3
3340.6,0.14825,9193.1
3334.9,0.15931,9199
3329.1,0.17041,9204.9
3323.4,0.18154,9210.7
3317.6,0.1927,9216.6
3311.8,0.2039,9222.4
3306,0.21514,9228.3
3300.2,0.22642,9234.1
3294.4,0.23773,9239.9
3288.5,0.24909,9245.7
3282.6,0.26049,9251.5
3276.7,0.27194,9257.3
3270.8,0.28343,9263.1
3264.9,0.29497,9268.9
3259,0.30657,9274.6
3253,0.31821,9280.4
3247.1,0.32989,9286.1
3241.1,0.34162,9291.9
3235.1,0.35338,9297.6
3229.1,0.36519,9303.3
3223,0.37703,9309
3217,0.38891,9314.7
3210.9,0.40082,9320.4
3204.8,0.41277,9326.1
3198.7,0.42475,9331.8
3192.6,0.43678,9337.4
3186.5,0.44884,9343.1
3180.4,0.46095,9348.7
3174.2,0.47311,9354.4
3168,0.48531,9360
3161.8,0.49756,9365.6
3155.6,0.50986,9371.3
3149.4,0.52221,9376.9
3143.2,0.5346,9382.5
3136.9,0.54703,9388.1
3130.6,0.55951,9393.6
3124.4,0.57202,9399.2
3118.1,0.58457,9404.8
3111.7,0.59716,9410.3
3105.4,0.60978,9415.9
3099.1,0.62244,9421.4
3092.7,0.63513,9426.9
3086.3,0.64786,9432.5
3079.9,0.66064,9438
3073.5,0.67345,9443.5
3067.1,0.68631,9449
3060.7,0.69922,9454.5
3054.2,0.71218,9459.9
3047.8,0.72518,9465.4
3041.3,0.73823,9470.9
3034.8,0.75132,9476.3
3028.3,0.76446,9481.8
3021.8,0.77763,9487.2
3015.2,0.79085,9492.6
3008.7,0.8041,9498.1
3002.1,0.81738,9503.5
2995.5,0.8307,9508.9
2988.9,0.84406,9514.3
2982.3,0.85746,9519.6
2975.7,0.87089,9525
2969,0.88437,9530.4
2962.4,0.89789,9535.7
2955.7,0.91146,9541.1
2949,0.92507,9546.4
2942.3,0.93873,9551.8
2935.6,0.95243,9557.1
2928.8,0.96618,9562.4
2922.1,0.97998,9567.7
2915.3,0.99381,9573
2908.6,1.0077,9578.3
2901.8,1.0216,9583.6
2895,1.0356,9588.8
2888.2,1.0495,9594.1
2881.3,1.0636,9599.4
2874.5,1.0776,9604.6
2867.6,1.0917,9609.8
2860.8,1.1059,9615.1
2853.9,1.12,9620.3
2847,1.1343,9625.5
