z,x,y
4412.3,-305.4,6585.8
4414.4,-305.68,6595.4
4416.5,-305.97,6605
4418.5,-306.26,6614.6
4420.5,-306.54,6624.1
4422.4,-306.82,6633.7
4424.4,-307.11,6643.2
4426.3,-307.39,6652.7
4428.2,-307.67,6662.2
4430,-307.95,6671.7
4431.8,-308.23,6681.2
4433.6,-308.51,6690.7
4435.4,-308.78,6700.1
4437.2,-309.06,6709.5
4438.9,-309.33,6719
4440.6,-309.61,6728.4
4442.2,-309.88,6737.8
4443.9,-310.15,6747.1
4445.5,-310.42,6756.5
4447.1,-310.69,6765.9
4448.7,-310.96,6775.2
4450.2,-311.23,6784.5
4451.7,-311.49,6793.9
4453.2,-311.76,6803.2
4454.6,-312.02,6812.4
4456.1,-312.29,6821.7
4457.5,-312.55,6831
4458.8,-312.81,6840.2
4460.2,-313.07,6849.5
4461.5,-313.33,6858.7
4462.8,-313.59,6867.9
4464.1,-313.85,6877.1
4465.3,-314.11,6886.3
4466.5,-314.36,6895.5
4467.7,-314.62,6904.7
4468.9,-314.87,6913.8
4470,-315.13,6923
4471.1,-315.38,6932.1
4472.2,-315.63,6941.2
4473.3,-315.88,6950.3
4474.3,-316.13,6959.4
4475.3,-316.38,6968.5
4476.3,-316.63,6977.5
4477.3,-316.88,6986.6
4478.2,-317.12,6995.6
4479.1,-317.37,7004.7
4480,-317.61,7013.7
4480.9,-317.85,7022.7
4481.7,-318.1,7031.7
4482.5,-318.34,7040.7
4483.3,-318.58,7049.7
4484,-318.82,7058.6
4484.8,-319.06,7067.6
4485.5,-319.3,7076.5
4486.1,-319.53,7085.4
4486.8,-319.77,7094.3
4487.4,-320.01,7103.2
4488,-320.24,7112.1
4488.6,-320.47,7121
4489.2,-320.71,7129.9
4489.7,-320.94,7138.7
4490.2,-321.17,7147.6
4490.7,-321.4,7156.4
4491.1,-321.63,7165.2
4491.5,-321.86,7174
4492,-322.09,7182.8
4492.3,-322.31,7191.6
4492.7,-322.54,7200.4
4493,-322.77,7209.2
4493.3,-322.99,7217.9
4493.6,-323.21,7226.7
4493.8,-323.44,7235.4
4494.1,-323.66,7244.1
4494.3,-323.88,7252.9
4494.5,-324.1,7261.6
4494.6,-324.32,7270.2
4494.7,-324.54,7278.9
4494.8,-324.76,7287.6
4494.9,-324.97,7296.2
4495,-325.19,7304.9
4495,-325.4,7313.5
4495,-325.62,7322.2
4495,-325.83,7330.8
4495,-326.04,7339.4
4494.9,-326.26,7348
4494.8,-326.47,7356.5
4494.7,-326.68,7365.1
4494.5,-326.89,7373.7
4494.4,-327.1,7382.2
4494.2,-327.3,7390.8
4494,-327.51,7399.3
4493.7,-327.72,7407.8
4493.5,-327.92,7416.3
4493.2,-328.13,7424.8
4492.9,-328.33,7433.3
4492.6,-328.54,7441.8
4492.2,-328.74,7450.3
4491.8,-328.94,7458.7
4491.4,-329.14,7467.2
4491,-329.34,7475.6
4490.5,-329.54,7484
4490.1,-329.74,7492.4
4489.6,-329.94,7500.8
4489,-330.13,7509.2
4488.5,-330.33,7517.6
4487.9,-330.53,7526
4487.3,-330.72,7534.4
4486.7,-330.91,7542.7
4486.1,-331.11,7551.1
4485.4,-331.3,7559.4
4484.7,-331.49,7567.7
4484,-331.68,7576
4483.3,-331.87,7584.3
4482.5,-332.06,7592.6
4481.7,-332.25,7600.9
4480.9,-332.44,7609.2
4480.1,-332.63,7617.5
4479.2,-332.81,7625.7
4478.4,-333,7634
4477.5,-333.18,7642.2
4476.5,-333.37,7650.4
4475.6,-333.55,7658.6
4474.6,-333.73,7666.9
4473.6,-333.91,7675.1
4472.6,-334.1,7683.2
4471.6,-334.28,7691.4
4470.5,-334.45,7699.6
4469.4,-334.63,7707.7
4468.3,-334.81,7715.9
4467.2,-334.99,7724
4466,-335.17,7732.2
4464.8,-335.34,7740.3
4463.6,-335.52,7748.4
4462.4,-335.69,7756.5
4461.2,-335.87,7764.6
4459.9,-336.04,7772.7
4458.6,-336.21,7780.7
4457.3,-336.38,7788.8
4455.9,-336.55,7796.8
4454.6,-336.72,7804.9
4453.2,-336.89,7812.9
4451.8,-337.06,7820.9
4450.3,-337.23,7829
4448.9,-337.4,7837
4447.4,-337.56,7845
4445.9,-337.73,7853
4444.4,-337.89,7860.9
4442.8,-338.06,7868.9
4441.3,-338.22,7876.9
4439.7,-338.38,7884.8
4438.1,-338.55,7892.8
4436.4,-338.71,7900.7
4434.8,-338.87,7908.6
4433.1,-339.03,7916.5
4431.4,-339.19,7924.4
4429.7,-339.35,7932.3
4427.9,-339.5,7940.2
4426.2,-339.66,7948.1
4424.4,-339.82,7955.9
4422.5,-339.97,7963.8
4420.7,-340.13,7971.7
4418.8,-340.28,7979.5
4417,-340.44,7987.3
4415.1,-340.59,7995.1
4413.1,-340.74,8003
4411.2,-340.89,8010.8
4409.2,-341.04,8018.6
4407.2,-341.19,8026.3
4405.2,-341.34,8034.1
4403.2,-341.49,8041.9
4401.1,-341.64,8049.6
4399,-341.79,8057.4
4396.9,-341.93,8065.1
4394.8,-342.08,8072.9
4392.7,-342.23,8080.6
4390.5,-342.37,8088.3
4388.3,-342.51,8096
4386.1,-342.66,8103.7
4383.9,-342.8,8111.4
4381.6,-342.94,8119.1
4379.3,-343.08,8126.7
4377,-343.22,8134.4
4374.7,-343.36,8142
4372.4,-343.5,8149.7
4370,-343.64,8157.3
4367.6,-343.78,8164.9
4365.2,-343.92,8172.6
4362.8,-344.05,8180.2
4360.3,-344.19,8187.8
4357.8,-344.32,8195.4
4355.3,-344.46,8202.9
4352.8,-344.59,8210.5
4350.3,-344.72,8218.1
4347.7,-344.86,8225.6
4345.1,-344.99,8233.2
4342.5,-345.12,8240.7
4339.9,-345.25,8248.2
4337.3,-345.38,8255.8
4334.6,-345.51,8263.3
4331.9,-345.64,8270.8
4329.2,-345.76,8278.3
4326.5,-345.89,8285.7
4323.7,-346.02,8293.2
4321,-346.14,8300.7
4318.2,-346.27,8308.1
4315.3,-346.39,8315.6
4312.5,-346.51,8323
4309.6,-346.64,8330.5
4306.8,-346.76,8337.9
4303.9,-346.88,8345.3
4300.9,-347,8352.7
4298,-347.12,8360.1
4295,-347.24,8367.5
4292.1,-347.36,8374.9
4289.1,-347.48,8382.3
4286,-347.6,8389.6
4283,-347.71,8397
4279.9,-347.83,8404.3
4276.8,-347.94,8411.7
4273.7,-348.06,8419
4270.6,-348.17,8426.3
4267.4,-348.29,8433.6
4264.3,-348.4,8440.9
4261.1,-348.51,8448.2
4257.9,-348.62,8455.5
4254.6,-348.73,8462.8
4251.4,-348.84,8470.1
4248.1,-348.95,8477.3
4244.8,-349.06,8484.6
4241.5,-349.17,8491.8
4238.1,-349.28,8499.1
4234.8,-349.39,8506.3
4231.4,-349.49,8513.5
4228,-349.6,8520.7
4224.6,-349.7,8527.9
4221.1,-349.81,8535.1
4217.7,-349.91,8542.3
4214.2,-350.01,8549.5
4210.7,-350.12,8556.7
4207.2,-350.22,8563.8
4203.6,-350.32,8571
4200.1,-350.42,8578.1
4196.5,-350.52,8585.2
