z,x,y
7808.9,1768.1,292.23
7787.2,1768.1,288.07
7765.4,1768.1,283.91
7743.7,1768.2,279.75
7722.1,1768.2,275.58
7700.4,1768.2,271.42
7678.8,1768.2,267.25
7657.3,1768.2,263.09
7635.7,1768.2,258.92
7614.2,1768.3,254.76
7592.7,1768.3,250.59
7571.2,1768.3,246.43
7549.8,1768.3,242.26
7528.3,1768.3,238.1
7507,1768.3,233.93
7485.6,1768.3,229.77
7464.3,1768.4,225.6
7442.9,1768.4,221.43
7421.6,1768.4,217.27
7400.4,1768.4,213.1
7379.2,1768.4,208.93
7357.9,1768.4,204.77
7336.8,1768.4,200.6
7315.6,1768.4,196.44
7294.5,1768.4,192.27
7273.4,1768.5,188.1
7252.3,1768.5,183.94
7231.3,1768.5,179.77
7210.2,1768.5,175.6
7189.2,1768.5,171.44
7168.3,1768.5,167.27
7147.3,1768.5,163.1
7126.4,1768.5,158.94
7105.5,1768.5,154.77
7084.6,1768.5,150.6
7063.8,1768.6,146.44
7042.9,1768.6,142.27
7022.1,1768.6,138.1
7001.4,1768.6,133.94
6980.6,1768.6,129.77
6959.9,1768.6,125.6
6939.2,1768.6,121.44
6918.5,1768.6,117.27
6897.9,1768.6,113.1
6877.2,1768.7,108.94
6856.6,1768.7,104.77
6836.1,1768.7,100.6
6815.5,1768.7,96.438
6795,1768.7,92.271
6774.5,1768.7,88.105
6754,1768.7,83.938
6733.5,1768.7,79.771
6713.1,1768.7,75.605
6692.7,1768.7,71.438
6672.3,1768.8,67.271
6652,1768.8,63.105
6631.6,1768.8,58.938
6611.3,1768.8,54.771
6591,1768.8,50.605
6570.7,1768.8,46.438
6550.5,1768.8,42.271
6530.3,1768.8,38.105
6510.1,1768.8,33.938
6489.9,1768.8,29.771
6469.8,1768.8,25.605
6449.6,1768.9,21.438
6429.5,1768.9,17.271
6409.4,1768.9,13.105
6389.4,1768.9,8.9381
6369.3,1768.9,4.7714
6349.3,1768.9,0.60475
6329.3,1768.9,-3.5619
6309.4,1768.9,-7.7286
6289.4,1768.9,-11.895
6269.5,1768.9,-16.062
6249.6,1769,-20.229
6229.7,1769,-24.395
6209.9,1769,-28.562
6190,1769,-32.729
6170.2,1769,-36.895
6150.4,1769,-41.062
6130.6,1769,-45.229
6110.9,1769,-49.395
6091.2,1769,-53.562
6071.5,1769,-57.729
6051.8,1769,-61.895
6032.1,1769.1,-66.062
6012.5,1769.1,-70.229
5992.9,1769.1,-74.395
5973.3,1769.1,-78.562
5953.7,1769.1,-82.729
5934.1,1769.1,-86.895
5914.6,1769.1,-91.062
5895.1,1769.1,-95.229
5875.6,1769.1,-99.395
5856.1,1769.1,-103.56
5836.7,1769.1,-107.73
5817.3,1769.1,-111.9
5797.9,1769.2,-116.06
5778.5,1769.2,-120.23
